date,lme_close,lme_open,lme_high,lme_low,lme_volume,lme_change_pct,usdcny_close,comex_copper_volume,comex_copper_volume,chile_copper_production_mt,lme_fitted,residual,usdcny_chg,chile_chg,lme_rolling3,signal_usdcny,signal_chile,signal_momentum,composite_score,next_month_return,signal_long,strategy_return
2020-01-31,2.52,2.5495,2.5655,2.509,470.0,-0.3,6.935699939727783,2.5199999809265137,511,6031.209090909091,2.7589128760413812,-0.23891287604138123,,,,0,0,0,0,0.007936507936507908,0,0.0
2020-02-29,2.54,2.5565,2.5775,2.506,130450.0,-1.22,7.003499984741211,2.5460000038146973,2580,5687.75,2.608742308440926,-0.06874230844092599,0.06780004501342773,-343.4590909090912,,0,1,0,1,-0.12125984251968502,0,-0.0
2020-03-31,2.232,2.192,2.2365,2.18,220.0,3.31,7.099199771881104,2.240000009536743,514,5182.631818181818,2.3872481142478787,-0.15524811424787854,0.09569978713989347,-505.11818181818217,2.4306666666666668,0,1,0,1,0.05017921146953386,0,0.0
2020-04-30,2.344,2.377,2.395,2.335,52270.0,-1.12,7.075399875640869,2.3540000915527344,1086,5057.972,2.325004177630549,0.018995822369451076,-0.023799896240235263,-124.65981818181808,2.3720000000000003,1,1,0,2,0.038609215017064935,1,0.038609215017064935
2020-05-31,2.4345,2.426,2.441,2.426,80.0,0.54,7.145199775695801,2.426500082015991,260,5239.826315789474,2.4214141845825212,0.013085815417478663,0.06979990005493164,181.85431578947464,2.3368333333333333,0,0,1,1,0.12076401725200259,0,0.0
2020-06-30,2.7285,2.698,2.737,2.6955,69030.0,1.34,7.079599857330322,2.713500022888184,1702,5754.595454545455,2.652244655869423,0.07625534413057711,-0.06559991836547852,514.7691387559807,2.502333333333333,1,0,1,2,0.054425508521165344,1,0.054425508521165344
2020-07-31,2.877,2.9105,2.9105,2.8745,360.0,-1.54,7.007299900054932,2.858999967575073,631,6372.460869565217,2.9303343463627054,-0.05333434636270562,-0.07229995727539062,617.8654150197617,2.6799999999999997,1,0,1,2,0.06204379562043805,1,0.06204379562043805
2020-08-31,3.0555,3.0345,3.06,3.0335,150.0,1.44,6.8643999099731445,3.04099988937378,1599,6508.392857142857,2.9712124905066517,0.08428750949334818,-0.1428999900817871,135.93198757764003,2.887,1,0,1,2,-0.007527409589265122,1,-0.007527409589265122
2020-09-30,3.0325,2.9955,3.0415,2.9755,81630.0,1.42,6.815400123596191,3.0285000801086426,510,6704.9,3.055499249824661,-0.02299924982466095,-0.048999786376953125,196.50714285714275,2.9883333333333333,1,0,1,2,0.006265457543281006,1,0.006265457543281006
2020-10-31,3.0515,3.068,3.068,3.045,260.0,-0.28,6.714000225067139,3.0434999465942383,690,6713.811363636364,3.0434661478410034,0.008033852158996435,-0.10139989852905273,8.911363636364513,3.0465,1,0,1,2,0.12518433557266917,1,0.12518433557266917
2020-11-30,3.4335,3.421,3.4915,3.421,160.0,0.63,6.576000213623047,3.4205000400543213,2921,7068.907142857143,3.1878690995349324,0.24563090046506764,-0.1380000114440918,355.09577922077915,3.1725,1,0,1,2,0.02490170380078638,1,0.02490170380078638
2020-12-31,3.519,3.5445,3.5595,3.5055,42980.0,-0.85,6.522200107574463,3.513999938964844,1109,7772.238095238095,3.5089815901853982,0.010018409814601892,-0.053800106048583984,703.3309523809521,3.3346666666666667,1,0,1,2,0.011082693947144007,1,0.011082693947144007
2021-01-31,3.558,3.576,3.6035,3.539,300.0,-0.61,6.448400020599365,3.573499917984009,550,7972.1475,3.5908985045580954,-0.03289850455809562,-0.07380008697509766,199.90940476190463,3.5035000000000003,1,0,1,2,0.15022484541877468,1,0.15022484541877468
2021-02-28,4.0925,4.2055,4.2555,4.0765,176040.0,-4.01,6.453800201416016,4.0945000648498535,2457,8470.94,3.8255899890808203,0.26691001091918,0.005400180816650391,498.7925000000005,3.7231666666666663,0,0,1,1,-0.022602321319486918,0,-0.0
2021-03-31,4.0,3.983,4.0135,3.96,310.0,0.45,6.571000099182129,4.002999782562256,289,8988.247826086958,4.086834494146323,-0.0868344941463226,0.11719989776611328,517.307826086957,3.8835,0,0,1,1,0.11699999999999999,0,0.0
2021-04-30,4.468,4.483,4.5305,4.446,74280.0,-0.41,6.471199989318848,4.479000091552734,1629,9324.8175,4.228659581263598,0.23934041873640233,-0.09980010986328125,336.5696739130417,4.186833333333333,1,0,1,2,0.04767233661593551,1,0.04767233661593551
2021-05-31,4.681,4.693,4.7047,4.6525,650.0,-0.27,6.367400169372559,4.682499885559082,686,10166.285,4.606535513139874,0.0744644868601263,-0.10379981994628906,841.4675000000007,4.383,1,0,1,2,-0.08374279000213636,1,-0.08374279000213636
2021-06-30,4.289,4.2575,4.335,4.2515,71400.0,0.57,6.463099956512451,4.296500205993652,1809,9631.5,4.371133857059797,-0.08213385705979714,0.09569978713989258,-534.7849999999999,4.479333333333334,0,1,0,1,0.041151783632548344,0,0.0
2021-07-31,4.4655,4.5085,4.5085,4.4475,120.0,-0.93,6.4552998542785645,4.480500221252441,377,9450.820454545456,4.28518638154229,0.18031361845770988,-0.007800102233886719,-180.6795454545445,4.4784999999999995,1,1,0,2,-0.021386182958235245,1,-0.021386182958235245
2021-08-31,4.37,4.374,4.38,4.337,710.0,-0.02,6.465099811553955,4.360000133514404,2262,9370.138571428572,4.248930350287733,0.12106964971226741,0.009799957275390625,-80.68188311688391,4.374833333333333,0,1,0,1,-0.06430205949656742,0,-0.0
2021-09-30,4.089,4.1775,4.208,4.0545,72320.0,-2.62,6.469600200653076,4.090000152587891,877,9324.709545454543,4.228353217656601,-0.13935321765660102,0.004500389099121094,-45.429025974028264,4.308166666666667,0,1,0,1,0.06603081438004388,0,0.0
2021-10-31,4.359,4.4155,4.428,4.33,350.0,-1.55,6.390399932861328,4.375500202178955,716,9829.219047619048,4.452199822727376,-0.09319982272737626,-0.07920026779174805,504.50950216450474,4.272666666666667,1,0,1,2,-0.018008717595778823,1,-0.018008717595778823
2021-11-30,4.2805,4.357,4.3635,4.275,240.0,-1.41,6.38700008392334,4.277999877929688,2030,9728.904545454545,4.4046300135134775,-0.12413001351347752,-0.0033998489379882812,-100.31450216450321,4.2428333333333335,1,1,1,3,0.042752014951524364,1,0.042752014951524364
2021-12-31,4.4635,4.3895,4.474,4.382,36980.0,1.62,6.372099876403809,4.454999923706055,373,9551.18,4.3189327249320435,0.1445672750679563,-0.01490020751953125,-177.72454545454457,4.367666666666667,1,1,1,3,-0.0306934020387587,1,-0.0306934020387587
2022-01-31,4.3265,4.336,4.349,4.287,170.0,0.32,6.35099983215332,4.317999839782715,882,9782.3375,4.423923460689036,-0.0974234606890354,-0.02110004425048828,231.15749999999935,4.356833333333333,1,0,0,1,0.029585114989021166,0,0.0
2022-02-28,4.4545,4.4925,4.532,4.45,59500.0,-0.68,6.315999984741211,4.444499969482422,1803,9943.175,4.493726851996849,-0.03922685199684839,-0.034999847412109375,160.83749999999964,4.414833333333333,1,0,1,2,0.0667863957795487,1,0.0667863957795487
2022-03-31,4.752,4.7165,4.754,4.715,150.0,-0.01,6.346199989318848,4.743000030517578,708,10230.89391304348,4.633434185427177,0.11856581457282278,0.03020000457763672,287.7189130434799,4.511,0,0,1,1,-0.07228535353535348,0,-0.0
2022-04-30,4.4085,4.444,4.512,4.3715,49490.0,-0.56,6.62529993057251,4.394999980926514,1147,10174.34761904762,4.651545215466035,-0.24304521546603475,0.2790999412536621,-56.54629399585974,4.538333333333334,0,1,0,1,-0.024838380401496996,0,-0.0
2022-05-31,4.299,4.355,4.359,4.2805,590.0,-0.81,6.660299777984619,4.295000076293945,323,9395.027272727271,4.291804205628801,0.007195794371199327,0.034999847412109375,-779.3203463203481,4.4865,0,1,0,1,-0.13700860665270997,0,-0.0
2022-06-30,3.71,3.772,3.795,3.6725,55880.0,-1.86,6.69980001449585,3.714499950408936,1292,9067.55181818182,4.144602335223122,-0.4346023352231221,0.03950023651123047,-327.4754545454507,4.139166666666667,0,1,0,1,-0.03638814016172498,0,-0.0
2022-07-31,3.575,3.5005,3.596,3.4765,280.0,2.7,6.745800018310547,3.5840001106262207,724,7544.809523809524,3.438112276420087,0.13688772357991308,0.046000003814697266,-1522.7422943722968,3.861333333333333,0,1,0,1,-0.01566433566433567,0,-0.0
2022-08-31,3.519,3.5695,3.582,3.4495,360.0,-0.86,6.910799980163574,3.5185000896453857,1607,7990.812173913043,3.673571461130469,-0.1545714611304687,0.16499996185302734,446.00265010351904,3.6013333333333333,0,0,0,0,-0.03026427962489342,0,-0.0
2022-09-30,3.4125,3.427,3.4745,3.3885,75360.0,-0.16,7.123899936676025,3.441999912261963,276,7746.011363636364,3.5928796307493855,-0.18037963074938546,0.21309995651245117,-244.80081027667893,3.502166666666667,0,1,0,1,-0.01186813186813196,0,-0.0
2022-10-31,3.372,3.3915,3.393,3.361,450.0,-1.58,7.251399993896484,3.4135000705718994,587,7651.082857142857,3.5687614815233646,-0.1967614815233647,0.12750005722045898,-94.92850649350657,3.4345,0,1,0,1,0.10898576512455516,0,0.0
2022-11-30,3.7395,3.642,3.772,3.642,430.0,2.72,7.15939998626709,3.7295000553131104,2093,8049.861363636364,3.7409963416001,-0.0014963416001001484,-0.09200000762939453,398.77850649350694,3.5080000000000005,1,0,1,2,0.01898649552079168,1,0.01898649552079168
2022-12-31,3.8105,3.8285,3.8515,3.7955,43080.0,-0.35,6.963099956512451,3.805500030517578,681,8371.091363636364,3.860203072362473,-0.049703072362472955,-0.19630002975463867,321.22999999999956,3.6406666666666667,1,0,1,2,0.10995932292350075,1,0.10995932292350075
2023-01-31,4.2295,4.1665,4.232,4.1415,80.0,0.55,6.747799873352051,4.228499889373779,518,9007.346363636363,4.124052377025454,0.10544762297454557,-0.2153000831604004,636.2549999999992,3.9265000000000003,1,0,1,2,-0.033100839342711796,1,-0.033100839342711796
2023-02-28,4.0895,4.01,4.0945,3.9915,71440.0,1.96,6.943900108337402,4.097499847412109,1526,8936.587,4.122231448249619,-0.03273144824961882,0.19610023498535156,-70.75936363636356,4.043166666666667,0,1,1,2,0.0022007580388798686,1,0.0022007580388798686
2023-03-31,4.0985,4.107,4.118,4.027,190.0,0.07,6.870399951934815,4.104499816894531,520,8856.310869565217,4.072848567651903,0.025651432348096748,-0.073500156402587,-80.27613043478232,4.139166666666667,1,1,0,2,-0.05075027449066727,1,-0.05075027449066727
2023-04-30,3.8905,3.891,3.9185,3.857,58930.0,0.17,6.922299861907959,3.869999885559082,1453,8809.1575,4.059040771413692,-0.16854077141369173,0.05189990997314364,-47.15336956521787,4.026166666666667,0,1,0,1,-0.06297391080837933,0,-0.0
2023-05-31,3.6455,3.6395,3.66,3.6395,290.0,-0.65,7.078999996185303,3.63100004196167,484,8243.156086956522,3.818757253278095,-0.17325725327809494,0.15670013427734375,-566.0014130434774,3.8781666666666665,0,1,0,1,0.03127143053079129,0,0.0
2023-06-30,3.7595,3.6995,3.7705,3.6945,58630.0,1.64,7.251800060272217,3.740999937057495,1048,8396.517727272727,3.9182767012666857,-0.15877670126668564,0.17280006408691406,153.361640316205,3.765166666666667,0,0,0,0,0.06769517223034982,0,0.0
2023-07-31,4.014,3.955,4.02,3.955,150.0,1.99,7.102799892425537,3.994499921798706,1430,8476.679047619047,3.9320349743637775,0.08196502563622277,-0.1490001678466797,80.16132034632028,3.8063333333333333,1,0,1,2,-0.05107125062282014,1,-0.05107125062282014
2023-08-31,3.809,3.811,3.8195,3.7935,130.0,-0.57,7.283599853515625,3.7725000381469727,2069,8347.828260869564,3.9005354257054927,-0.09153542570549256,0.1807999610900879,-128.85078674948272,3.8608333333333333,0,1,0,1,-0.018771331058020535,0,-0.0
2023-09-30,3.7375,3.7125,3.786,3.7115,82330.0,0.8,7.299900054931641,3.7260000705718994,815,8276.71380952381,3.8698036800870397,-0.13230368008703985,0.016300201416015625,-71.11445134575479,3.8535,0,1,0,1,-0.01979933110367893,0,-0.0
2023-10-31,3.6635,3.665,3.678,3.647,90.0,-0.27,7.312099933624268,3.641499996185303,771,7941.355909090909,3.7145421436783104,-0.05104214367831039,0.012199878692626953,-335.35790043290035,3.736666666666667,0,1,0,1,0.04872389791183296,0,0.0
2023-11-30,3.842,3.8315,3.8455,3.8045,470.0,0.68,7.07889986038208,3.828999996185303,2571,8189.587727272727,3.793629016099233,0.048370983900766884,-0.2332000732421875,248.2318181818173,3.747666666666667,1,0,1,2,0.012623633524206035,1,0.012623633524206035
2023-12-31,3.8905,3.9165,3.9355,3.878,54670.0,-0.87,7.10699987411499,3.880500078201294,349,8407.900476190476,3.9004638187007488,-0.009963818700748917,0.028100013732910156,218.31274891774956,3.798666666666667,0,0,1,1,0.0068114638221308255,0,0.0
2024-01-31,3.917,3.921,3.9535,3.897,530.0,-0.11,7.094099998474121,3.902499914169312,750,8351.339565217391,3.8718864332314933,0.04511356676850653,-0.01289987564086914,-56.5609109730849,3.8831666666666664,1,1,1,3,-0.017870819504722912,1,-0.017870819504722912
2024-02-29,3.847,3.839,3.8685,3.834,63450.0,0.17,7.196000099182129,3.8345000743865967,2054,8304.950476190475,3.866430376754324,-0.01943037675432402,0.10190010070800781,-46.389089026915826,3.884833333333333,0,1,0,1,0.04276059266961263,0,0.0
2024-03-31,4.0115,4.0115,4.0115,4.0115,450.0,-0.34,7.226500034332275,4.003499984741211,852,8692.819047619048,4.053134663339265,-0.041634663339265465,0.030499935150146484,387.868571428573,3.9251666666666662,0,0,1,1,0.1378536706967468,0,0.0
2024-04-30,4.5645,4.679,4.6945,4.54,108240.0,-2.39,7.23769998550415,4.564499855041504,2062,9445.593636363636,4.407817219470308,0.15668278052969153,0.011199951171875,752.7745887445872,4.140999999999999,0,0,1,1,0.008544199802826391,0,0.0
2024-05-31,4.6035,4.6305,4.6685,4.5795,200.0,-1.2,7.233500003814697,4.610000133514404,615,10117.16347826087,4.7219699640485535,-0.11846996404855314,-0.004199981689453125,671.5698418972352,4.393166666666667,1,0,1,2,-0.04605191701965905,1,-0.04605191701965905
2024-06-30,4.3915,4.3355,4.428,4.3315,51670.0,0.99,7.267199993133545,4.390500068664551,1413,9648.167,4.5074973948276345,-0.11599739482763471,0.033699989318847656,-468.9964782608713,4.519833333333334,0,1,0,1,-0.046453375839690225,0,-0.0
2024-07-31,4.1875,4.149,4.221,4.149,150.0,2.18,7.250699996948242,4.159999847412109,637,9385.313043478262,4.381636665317698,-0.19413666531769813,-0.016499996185302734,-262.8539565217379,4.394166666666667,1,1,0,2,0.00035820895522387097,1,0.00035820895522387097
2024-08-31,4.189,4.187,4.25,4.187,170.0,-0.23,7.0954999923706055,4.144999980926514,1365,8981.117727272727,4.167342980262008,0.021657019737991945,-0.15520000457763672,-404.19531620553425,4.256,1,1,0,2,0.08689424683695379,1,0.08689424683695379
2024-09-30,4.553,4.649,4.79,4.497,104130.0,-1.01,7.010300159454346,4.495999813079834,416,9259.128571428571,4.284050487898513,0.26894951210148665,-0.08519983291625977,278.0108441558441,4.309833333333334,1,0,1,2,-0.04425653415330555,1,-0.04425653415330555
2024-10-31,4.3515,4.36,4.3875,4.347,240.0,-0.19,7.114799976348877,4.313499927520752,1249,9533.991304347826,4.42960918963041,-0.07810918963041047,0.10449981689453125,274.862732919255,4.3645,0,0,0,0,-0.05262553142594506,0,-0.0
2024-11-30,4.1225,4.124,4.146,4.1195,170.0,0.13,7.2428998947143555,4.08050012588501,1274,9075.727142857142,4.235259378605483,-0.11275937860548346,0.12809991836547852,-458.2641614906843,4.342333333333333,0,1,0,1,-0.023286840509399442,0,-0.0
2024-12-31,4.0265,4.09,4.098,4.0075,42750.0,-1.62,7.298099994659424,3.986000061035156,708,8909.907727272726,4.166349906199017,-0.13984990619901616,0.05520009994506836,-165.81941558441576,4.166833333333334,0,1,0,1,0.06270954923630923,0,0.0
2025-01-31,4.279,4.3075,4.319,4.257,48630.0,-0.66,7.180900096893311,4.26200008392334,872,8976.68043478261,4.178915612601768,0.10008438739823156,-0.1171998977661124,66.77270750988282,4.142666666666667,1,0,1,2,0.06286515541014248,1,0.06286515541014248
2025-02-28,4.548,4.5955,4.597,4.5115,43880.0,-1.53,7.285299777984619,4.514500141143799,2731,9330.975,4.361695031788905,0.1863049682110951,0.1043996810913077,354.2945652173912,4.2845,0,0,1,1,0.10686015831134554,0,0.0
2025-03-31,5.034,5.13,5.146,4.985,53780.0,-1.87,7.262800216674805,5.019999980926514,720,9735.823333333334,4.547886286461334,0.48611371353866595,-0.022499561309814453,404.84833333333336,4.620333333333334,1,0,1,2,-0.08442590385379412,1,-0.08442590385379412
2025-04-30,4.609,4.8625,4.8655,4.524,63220.0,-5.41,7.269000053405762,4.559999942779541,2137,9172.69590909091,4.284889809170661,0.3241101908293391,0.006199836730957031,-563.1274242424242,4.730333333333333,0,1,0,1,0.01486222607940979,0,0.0
2025-05-31,4.6775,4.6745,4.727,4.646,38760.0,0.04,7.203700065612793,4.652500152587891,1648,9531.200909090909,4.442513405578014,0.23498659442198644,-0.06529998779296875,358.5049999999992,4.773499999999999,1,0,0,1,0.08658471405665402,0,0.0
2025-06-30,5.0825,5.1245,5.1385,5.0625,24040.0,-0.79,7.172100067138672,5.03000020980835,1194,9835.068095238095,4.579910991242608,0.5025890087573917,-0.031599998474121094,303.86718614718666,4.789666666666666,1,0,1,2,-0.14323659616330542,1,-0.14323659616330542
2025-07-31,4.3545,4.6395,4.652,4.3325,116940.0,-22.05,7.176400184631348,4.33050012588501,1537,9770.580434782609,4.550367373666475,-0.19586737366647533,0.004300117492675781,-64.48766045548655,4.704833333333333,0,1,0,1,0.053002640946147705,0,0.0
2025-08-31,4.5853,4.5925,4.5925,4.5742,31300.0,-0.11,7.152999877929688,4.518499851226807,0,9671.875714285714,4.5003547689828505,0.08494523101714968,-0.023400306701659268,-98.70472049689488,4.6741,1,1,0,2,0.059145530281551784,1,0.059145530281551784
2025-09-30,4.8565,4.9055,4.913,4.82,38780.0,-0.73,7.119400024414063,4.804999828338623,1426,9994.773181818182,4.646353817112751,0.2101461828872484,-0.033599853515625,322.897467532468,4.598766666666667,1,0,1,2,0.0478739833213222,1,0.0478739833213222
2025-10-31,5.089,5.111,5.1285,5.048,48750.0,-0.29,7.109799861907959,5.065499782562256,982,10739.91826086957,4.994134464877843,0.09486553512215767,-0.009600162506104404,745.1450790513882,4.8436,1,0,1,2,0.03595991353900563,1,0.03595991353900563
2025-11-30,5.272,5.206,5.3095,5.133,33340.0,2.02,7.075799942016602,5.185500144958496,1349,10812.028,5.022503163052175,0.24949683694782543,-0.03399991989135742,72.10973913043017,5.0725,1,0,1,2,0.07776934749620645,1,0.07776934749620645
2025-12-31,5.682,5.7535,5.7785,5.6375,33740.0,-1.72,6.996099948883057,5.630000114440918,1095,11790.96409090909,5.468675585775604,0.21332441422439619,-0.07969999313354492,978.9360909090901,5.347666666666666,1,0,1,2,0.04259063709961275,1,0.04259063709961275
2026-01-31,5.924,6.2845,6.387,5.76,149300.0,-4.51,6.947999954223633,5.896999835968018,1981,12986.60681818182,6.0214894212731584,-0.09748942127315807,-0.04809999465942383,1195.6427272727287,5.626,1,0,1,2,0.022873058744091734,1,0.022873058744091734
2026-02-28,6.0595,6.029,6.141,5.9975,46170.0,0.91,6.84089994430542,6.004499912261963,3035,12951.345,5.987837173520223,0.07166282647977695,-0.10710000991821289,-35.26181818181976,5.8885000000000005,1,1,1,3,-0.07352091756745605,1,-0.07352091756745605
2026-03-31,5.614,5.4865,5.654,5.4645,54330.0,2.04,6.911600112915039,5.587500095367432,1807,12951.345,5.999139901128009,-0.3851399011280092,0.07070016860961914,0.0,5.865833333333334,0,0,0,0,-0.011346633416458807,0,-0.0
2026-04-30,5.5503,5.624,5.6378,5.5325,10530.0,-1.7,6.894199848175049,5.624000072479248,1807,12951.345,5.9963581474698895,-0.4460581474698895,-0.017400264739990234,0.0,5.741266666666667,1,0,0,1,,0,
